<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.12.17	09:07:00	1.17066	1.17066	1.17050	1.17063	61	0	0
2025.12.17	09:08:00	1.17062	1.17079	1.17050	1.17079	86	0	0
2025.12.17	09:09:00	1.17079	1.17083	1.17063	1.17073	64	0	0
2025.12.17	09:10:00	1.17073	1.17075	1.17060	1.17074	69	0	0
2025.12.17	09:11:00	1.17074	1.17083	1.17073	1.17079	76	0	0
2025.12.17	09:12:00	1.17079	1.17079	1.17069	1.17070	79	0	0
2025.12.17	09:13:00	1.17070	1.17079	1.17065	1.17076	67	0	0
2025.12.17	09:14:00	1.17076	1.17111	1.17074	1.17106	117	0	0
2025.12.17	09:15:00	1.17106	1.17116	1.17087	1.17091	112	0	0
2025.12.17	09:16:00	1.17091	1.17094	1.17080	1.17083	93	0	0
2025.12.17	09:17:00	1.17083	1.17092	1.17080	1.17086	95	0	0
2025.12.17	09:18:00	1.17086	1.17086	1.17050	1.17050	86	0	0
2025.12.17	09:19:00	1.17051	1.17058	1.17042	1.17045	97	0	0
2025.12.17	09:20:00	1.17045	1.17051	1.17039	1.17039	63	0	0
2025.12.17	09:21:00	1.17039	1.17067	1.17039	1.17061	59	0	0
2025.12.17	09:22:00	1.17061	1.17070	1.17051	1.17052	94	0	0
2025.12.17	09:23:00	1.17052	1.17070	1.17052	1.17069	66	0	0
2025.12.17	09:24:00	1.17069	1.17069	1.17030	1.17044	80	0	0
2025.12.17	09:25:00	1.17044	1.17074	1.17041	1.17070	61	0	0
2025.12.17	09:26:00	1.17070	1.17095	1.17070	1.17089	55	0	0
2025.12.17	09:27:00	1.17089	1.17094	1.17080	1.17088	71	0	0
2025.12.17	09:28:00	1.17088	1.17100	1.17086	1.17096	68	0	1
2025.12.17	09:29:00	1.17096	1.17103	1.17085	1.17101	64	0	0
2025.12.17	09:30:00	1.17102	1.17111	1.17100	1.17105	78	0	0
2025.12.17	09:31:00	1.17103	1.17104	1.17088	1.17094	81	0	0
2025.12.17	09:32:00	1.17095	1.17098	1.17087	1.17090	46	0	0
2025.12.17	09:33:00	1.17090	1.17097	1.17080	1.17089	62	0	0
2025.12.17	09:34:00	1.17089	1.17113	1.17089	1.17108	63	0	0
2025.12.17	09:35:00	1.17108	1.17125	1.17106	1.17119	46	0	0
2025.12.17	09:36:00	1.17119	1.17121	1.17106	1.17110	68	0	0
2025.12.17	09:37:00	1.17110	1.17115	1.17106	1.17106	58	0	1
2025.12.17	09:38:00	1.17107	1.17118	1.17098	1.17110	82	0	0
2025.12.17	09:39:00	1.17110	1.17113	1.17098	1.17101	67	0	0
2025.12.17	09:40:00	1.17102	1.17104	1.17083	1.17089	49	0	0
2025.12.17	09:41:00	1.17089	1.17103	1.17089	1.17103	31	0	0
2025.12.17	09:42:00	1.17104	1.17104	1.17081	1.17083	59	0	0
2025.12.17	09:43:00	1.17083	1.17086	1.17051	1.17056	69	0	0
2025.12.17	09:44:00	1.17056	1.17057	1.17042	1.17054	56	0	0
2025.12.17	09:45:00	1.17054	1.17059	1.17053	1.17059	43	0	0
2025.12.17	09:46:00	1.17059	1.17092	1.17059	1.17085	83	0	0
2025.12.17	09:47:00	1.17085	1.17086	1.17069	1.17076	56	0	0
2025.12.17	09:48:00	1.17076	1.17098	1.17076	1.17096	72	0	0
2025.12.17	09:49:00	1.17096	1.17096	1.17072	1.17074	70	0	0
2025.12.17	09:50:00	1.17074	1.17075	1.17049	1.17054	104	0	0
2025.12.17	09:51:00	1.17054	1.17079	1.17054	1.17073	57	0	0
2025.12.17	09:52:00	1.17073	1.17104	1.17073	1.17103	80	0	0
2025.12.17	09:53:00	1.17103	1.17103	1.17091	1.17100	77	0	0
2025.12.17	09:54:00	1.17101	1.17107	1.17096	1.17101	47	0	0
2025.12.17	09:55:00	1.17101	1.17102	1.17075	1.17080	106	0	0
2025.12.17	09:56:00	1.17080	1.17093	1.17078	1.17093	45	0	0
2025.12.17	09:57:00	1.17093	1.17121	1.17088	1.17119	70	0	0
2025.12.17	09:58:00	1.17119	1.17130	1.17111	1.17129	83	0	0
2025.12.17	09:59:00	1.17129	1.17135	1.17119	1.17135	78	0	0
2025.12.17	10:00:00	1.17137	1.17153	1.17132	1.17141	141	0	0
2025.12.17	10:01:00	1.17141	1.17141	1.17115	1.17116	125	0	0
2025.12.17	10:02:00	1.17117	1.17120	1.17093	1.17093	92	0	0
2025.12.17	10:03:00	1.17093	1.17094	1.17079	1.17086	81	0	0
2025.12.17	10:04:00	1.17086	1.17093	1.17077	1.17077	66	0	0
2025.12.17	10:05:00	1.17077	1.17077	1.17062	1.17076	92	0	0
2025.12.17	10:06:00	1.17076	1.17081	1.17066	1.17073	76	0	0
2025.12.17	10:07:00	1.17073	1.17079	1.17060	1.17066	60	0	0
2025.12.17	10:08:00	1.17066	1.17079	1.17066	1.17073	44	0	1
2025.12.17	10:09:00	1.17073	1.17080	1.17067	1.17067	43	0	0
2025.12.17	10:10:00	1.17067	1.17079	1.17067	1.17078	53	0	0
2025.12.17	10:11:00	1.17078	1.17082	1.17068	1.17073	49	0	0
2025.12.17	10:12:00	1.17073	1.17073	1.17058	1.17072	36	0	0
2025.12.17	10:13:00	1.17072	1.17082	1.17072	1.17081	34	0	0
2025.12.17	10:14:00	1.17082	1.17089	1.17072	1.17086	54	0	0
2025.12.17	10:15:00	1.17086	1.17093	1.17076	1.17085	62	0	0
2025.12.17	10:16:00	1.17085	1.17101	1.17085	1.17090	69	0	0
2025.12.17	10:17:00	1.17090	1.17092	1.17080	1.17086	41	0	0
2025.12.17	10:18:00	1.17086	1.17123	1.17081	1.17122	72	0	0
2025.12.17	10:19:00	1.17122	1.17126	1.17114	1.17120	53	0	0
2025.12.17	10:20:00	1.17120	1.17127	1.17113	1.17123	57	0	0
2025.12.17	10:21:00	1.17123	1.17144	1.17123	1.17131	62	0	0
2025.12.17	10:22:00	1.17131	1.17146	1.17118	1.17142	86	0	0
2025.12.17	10:23:00	1.17142	1.17149	1.17138	1.17148	58	0	1
2025.12.17	10:24:00	1.17148	1.17158	1.17142	1.17146	64	0	0
2025.12.17	10:25:00	1.17146	1.17147	1.17131	1.17146	59	0	0
2025.12.17	10:26:00	1.17146	1.17157	1.17145	1.17153	50	0	0
2025.12.17	10:27:00	1.17153	1.17168	1.17151	1.17162	51	0	0
2025.12.17	10:28:00	1.17162	1.17177	1.17162	1.17176	42	0	1
2025.12.17	10:29:00	1.17176	1.17178	1.17163	1.17165	63	0	0
2025.12.17	10:30:00	1.17165	1.17170	1.17159	1.17160	75	0	0
2025.12.17	10:31:00	1.17160	1.17171	1.17149	1.17171	65	0	0
2025.12.17	10:32:00	1.17171	1.17194	1.17171	1.17194	76	0	0
2025.12.17	10:33:00	1.17194	1.17205	1.17189	1.17191	68	0	0
2025.12.17	10:34:00	1.17191	1.17203	1.17185	1.17200	59	0	0
2025.12.17	10:35:00	1.17200	1.17207	1.17196	1.17196	49	0	1
2025.12.17	10:36:00	1.17195	1.17207	1.17195	1.17203	63	0	0
2025.12.17	10:37:00	1.17202	1.17209	1.17196	1.17199	54	0	0
2025.12.17	10:38:00	1.17199	1.17207	1.17198	1.17199	66	0	0
2025.12.17	10:39:00	1.17199	1.17201	1.17183	1.17185	63	0	0
2025.12.17	10:40:00	1.17185	1.17186	1.17167	1.17169	52	0	0
2025.12.17	10:41:00	1.17169	1.17182	1.17164	1.17170	85	0	0
2025.12.17	10:42:00	1.17169	1.17171	1.17168	1.17169	36	0	1
2025.12.17	10:43:00	1.17169	1.17174	1.17160	1.17160	44	0	1
2025.12.17	10:44:00	1.17160	1.17162	1.17153	1.17158	39	0	0
2025.12.17	10:45:00	1.17158	1.17172	1.17155	1.17171	46	0	1
2025.12.17	10:46:00	1.17171	1.17183	1.17170	1.17178	44	0	0
2025.12.17	10:47:00	1.17178	1.17178	1.17174	1.17176	31	0	2
2025.12.17	10:48:00	1.17176	1.17188	1.17170	1.17188	45	0	0
2025.12.17	10:49:00	1.17188	1.17191	1.17182	1.17182	39	0	0
2025.12.17	10:50:00	1.17182	1.17192	1.17182	1.17186	33	0	1
2025.12.17	10:51:00	1.17186	1.17187	1.17135	1.17138	71	0	0
2025.12.17	10:52:00	1.17138	1.17162	1.17138	1.17162	69	0	0
2025.12.17	10:53:00	1.17162	1.17172	1.17155	1.17170	55	0	0
2025.12.17	10:54:00	1.17169	1.17186	1.17167	1.17177	62	0	0
2025.12.17	10:55:00	1.17177	1.17198	1.17177	1.17198	57	0	0
2025.12.17	10:56:00	1.17198	1.17201	1.17190	1.17200	51	0	0
2025.12.17	10:57:00	1.17200	1.17200	1.17188	1.17190	33	0	1
2025.12.17	10:58:00	1.17190	1.17191	1.17181	1.17184	35	0	2
2025.12.17	10:59:00	1.17184	1.17188	1.17181	1.17186	32	0	0
2025.12.17	11:00:00	1.17186	1.17198	1.17183	1.17194	87	0	0
2025.12.17	11:01:00	1.17194	1.17197	1.17187	1.17197	52	0	0
2025.12.17	11:02:00	1.17197	1.17205	1.17194	1.17198	54	0	0
2025.12.17	11:03:00	1.17198	1.17199	1.17181	1.17188	67	0	0
2025.12.17	11:04:00	1.17188	1.17189	1.17170	1.17173	86	0	0
2025.12.17	11:05:00	1.17175	1.17182	1.17161	1.17165	69	0	0
2025.12.17	11:06:00	1.17165	1.17180	1.17164	1.17172	76	0	0
2025.12.17	11:07:00	1.17172	1.17199	1.17172	1.17199	53	0	0
2025.12.17	11:08:00	1.17199	1.17199	1.17177	1.17181	64	0	0
2025.12.17	11:09:00	1.17181	1.17196	1.17178	1.17179	48	0	0
2025.12.17	11:10:00	1.17179	1.17180	1.17144	1.17156	111	0	0
2025.12.17	11:11:00	1.17156	1.17172	1.17155	1.17162	50	0	0
2025.12.17	11:12:00	1.17162	1.17166	1.17138	1.17138	58	0	0
2025.12.17	11:13:00	1.17138	1.17139	1.17126	1.17132	29	0	0
2025.12.17	11:14:00	1.17132	1.17132	1.17125	1.17132	34	0	0
2025.12.17	11:15:00	1.17132	1.17141	1.17125	1.17129	52	0	0
2025.12.17	11:16:00	1.17129	1.17143	1.17129	1.17142	23	0	1
2025.12.17	11:17:00	1.17142	1.17142	1.17118	1.17118	41	0	0
2025.12.17	11:18:00	1.17118	1.17135	1.17114	1.17134	67	0	0
2025.12.17	11:19:00	1.17134	1.17145	1.17134	1.17141	36	0	0
2025.12.17	11:20:00	1.17141	1.17146	1.17135	1.17139	43	0	0
2025.12.17	11:21:00	1.17139	1.17159	1.17138	1.17149	49	0	0
2025.12.17	11:22:00	1.17149	1.17149	1.17139	1.17140	39	0	1
2025.12.17	11:23:00	1.17140	1.17140	1.17128	1.17138	43	0	0
2025.12.17	11:24:00	1.17138	1.17156	1.17138	1.17145	56	0	0
2025.12.17	11:25:00	1.17145	1.17169	1.17144	1.17157	42	0	0
2025.12.17	11:26:00	1.17157	1.17169	1.17156	1.17167	46	0	1
2025.12.17	11:27:00	1.17167	1.17173	1.17152	1.17155	43	0	0
2025.12.17	11:28:00	1.17155	1.17161	1.17145	1.17160	37	0	1
2025.12.17	11:29:00	1.17160	1.17160	1.17149	1.17158	33	0	0
2025.12.17	11:30:00	1.17158	1.17161	1.17147	1.17158	40	0	0
2025.12.17	11:31:00	1.17158	1.17173	1.17158	1.17173	53	0	1
2025.12.17	11:32:00	1.17173	1.17177	1.17162	1.17166	34	0	0
2025.12.17	11:33:00	1.17166	1.17167	1.17151	1.17163	50	0	0
2025.12.17	11:34:00	1.17163	1.17177	1.17157	1.17175	48	0	0
2025.12.17	11:35:00	1.17175	1.17177	1.17168	1.17168	21	0	0
2025.12.17	11:36:00	1.17168	1.17173	1.17158	1.17173	30	0	0
2025.12.17	11:37:00	1.17173	1.17174	1.17160	1.17164	57	0	0
2025.12.17	11:38:00	1.17164	1.17168	1.17159	1.17167	40	0	0
2025.12.17	11:39:00	1.17167	1.17172	1.17157	1.17165	61	0	0
2025.12.17	11:40:00	1.17165	1.17167	1.17153	1.17167	58	0	1
2025.12.17	11:41:00	1.17167	1.17169	1.17164	1.17166	27	0	1
2025.12.17	11:42:00	1.17166	1.17171	1.17157	1.17162	26	0	0
2025.12.17	11:43:00	1.17162	1.17165	1.17161	1.17161	33	0	1
2025.12.17	11:44:00	1.17161	1.17163	1.17154	1.17154	41	0	1
2025.12.17	11:45:00	1.17154	1.17155	1.17149	1.17153	32	0	0
2025.12.17	11:46:00	1.17153	1.17153	1.17136	1.17137	40	0	0
2025.12.17	11:47:00	1.17137	1.17143	1.17129	1.17138	49	0	0
2025.12.17	11:48:00	1.17138	1.17147	1.17133	1.17147	29	0	0
2025.12.17	11:49:00	1.17147	1.17150	1.17141	1.17143	30	0	0
2025.12.17	11:50:00	1.17143	1.17175	1.17143	1.17175	47	0	0
2025.12.17	11:51:00	1.17175	1.17196	1.17175	1.17196	60	0	0
2025.12.17	11:52:00	1.17196	1.17202	1.17193	1.17200	57	0	0
2025.12.17	11:53:00	1.17200	1.17200	1.17183	1.17188	53	0	0
2025.12.17	11:54:00	1.17188	1.17189	1.17178	1.17184	48	0	1
2025.12.17	11:55:00	1.17184	1.17189	1.17181	1.17187	54	0	0
2025.12.17	11:56:00	1.17187	1.17190	1.17181	1.17183	32	0	0
2025.12.17	11:57:00	1.17184	1.17186	1.17176	1.17177	56	0	0
2025.12.17	11:58:00	1.17177	1.17180	1.17166	1.17167	48	0	0
2025.12.17	11:59:00	1.17167	1.17170	1.17157	1.17158	47	0	0
2025.12.17	12:00:00	1.17158	1.17162	1.17151	1.17153	47	0	0
2025.12.17	12:01:00	1.17153	1.17153	1.17139	1.17140	32	0	0
2025.12.17	12:02:00	1.17140	1.17149	1.17133	1.17149	34	0	0
2025.12.17	12:03:00	1.17149	1.17174	1.17146	1.17169	64	0	0
2025.12.17	12:04:00	1.17169	1.17175	1.17169	1.17174	16	0	1
2025.12.17	12:05:00	1.17174	1.17199	1.17169	1.17195	86	0	0
2025.12.17	12:06:00	1.17195	1.17197	1.17193	1.17196	37	0	2
2025.12.17	12:07:00	1.17196	1.17197	1.17184	1.17185	43	0	0
2025.12.17	12:08:00	1.17185	1.17194	1.17185	1.17189	28	0	0
2025.12.17	12:09:00	1.17189	1.17204	1.17187	1.17204	40	0	0
2025.12.17	12:10:00	1.17202	1.17202	1.17181	1.17181	38	0	0
2025.12.17	12:11:00	1.17181	1.17181	1.17163	1.17169	32	0	1
2025.12.17	12:12:00	1.17169	1.17169	1.17157	1.17163	30	0	1
2025.12.17	12:13:00	1.17163	1.17169	1.17162	1.17163	43	0	1
2025.12.17	12:14:00	1.17163	1.17171	1.17162	1.17165	36	0	0
2025.12.17	12:15:00	1.17165	1.17168	1.17149	1.17150	40	0	1
2025.12.17	12:16:00	1.17150	1.17167	1.17144	1.17163	36	0	0
2025.12.17	12:17:00	1.17163	1.17165	1.17151	1.17161	53	0	1
2025.12.17	12:18:00	1.17160	1.17164	1.17154	1.17164	23	0	0
2025.12.17	12:19:00	1.17164	1.17172	1.17154	1.17155	41	0	0
2025.12.17	12:20:00	1.17154	1.17163	1.17152	1.17159	27	0	0
2025.12.17	12:21:00	1.17158	1.17158	1.17133	1.17136	49	0	0
2025.12.17	12:22:00	1.17136	1.17136	1.17127	1.17129	41	0	1
2025.12.17	12:23:00	1.17129	1.17151	1.17129	1.17149	44	0	0
2025.12.17	12:24:00	1.17149	1.17151	1.17143	1.17149	30	0	0
2025.12.17	12:25:00	1.17149	1.17170	1.17149	1.17163	62	0	0
2025.12.17	12:26:00	1.17163	1.17163	1.17154	1.17157	30	0	0
2025.12.17	12:27:00	1.17157	1.17157	1.17142	1.17143	32	0	0
2025.12.17	12:28:00	1.17143	1.17157	1.17142	1.17156	39	0	0
2025.12.17	12:29:00	1.17156	1.17157	1.17149	1.17151	33	0	0
2025.12.17	12:30:00	1.17151	1.17153	1.17144	1.17150	67	0	0
2025.12.17	12:31:00	1.17150	1.17150	1.17141	1.17143	26	0	1
2025.12.17	12:32:00	1.17143	1.17161	1.17143	1.17160	67	0	0
2025.12.17	12:33:00	1.17160	1.17167	1.17158	1.17164	27	0	1
2025.12.17	12:34:00	1.17164	1.17171	1.17162	1.17170	33	0	0
2025.12.17	12:35:00	1.17170	1.17181	1.17170	1.17171	51	0	0
2025.12.17	12:36:00	1.17172	1.17175	1.17171	1.17173	22	0	1
2025.12.17	12:37:00	1.17173	1.17174	1.17167	1.17173	21	0	1
2025.12.17	12:38:00	1.17174	1.17175	1.17166	1.17172	32	0	1
2025.12.17	12:39:00	1.17172	1.17178	1.17167	1.17168	29	0	1
2025.12.17	12:40:00	1.17168	1.17170	1.17161	1.17162	21	0	1
2025.12.17	12:41:00	1.17164	1.17175	1.17163	1.17171	45	0	0
2025.12.17	12:42:00	1.17172	1.17182	1.17167	1.17171	55	0	0
2025.12.17	12:43:00	1.17170	1.17183	1.17166	1.17178	66	0	0
2025.12.17	12:44:00	1.17178	1.17181	1.17171	1.17172	43	0	1
2025.12.17	12:45:00	1.17172	1.17178	1.17171	1.17174	30	0	0
2025.12.17	12:46:00	1.17174	1.17204	1.17173	1.17204	76	0	0
2025.12.17	12:47:00	1.17204	1.17207	1.17196	1.17197	56	0	1
2025.12.17	12:48:00	1.17197	1.17202	1.17195	1.17202	27	0	1
2025.12.17	12:49:00	1.17202	1.17207	1.17200	1.17207	40	0	0
2025.12.17	12:50:00	1.17207	1.17207	1.17189	1.17198	51	0	0
2025.12.17	12:51:00	1.17198	1.17208	1.17194	1.17208	40	0	0
2025.12.17	12:52:00	1.17208	1.17223	1.17205	1.17222	72	0	0
2025.12.17	12:53:00	1.17223	1.17236	1.17222	1.17235	59	0	0
2025.12.17	12:54:00	1.17235	1.17240	1.17229	1.17239	77	0	0
2025.12.17	12:55:00	1.17239	1.17245	1.17220	1.17228	131	0	0
2025.12.17	12:56:00	1.17228	1.17248	1.17225	1.17246	70	0	0
2025.12.17	12:57:00	1.17246	1.17251	1.17241	1.17250	53	0	1
2025.12.17	12:58:00	1.17250	1.17251	1.17240	1.17247	42	0	1
2025.12.17	12:59:00	1.17247	1.17251	1.17246	1.17251	35	0	1
2025.12.17	13:00:00	1.17251	1.17263	1.17251	1.17262	54	0	0
2025.12.17	13:01:00	1.17262	1.17274	1.17259	1.17261	82	0	1
2025.12.17	13:02:00	1.17262	1.17266	1.17254	1.17258	55	0	0
2025.12.17	13:03:00	1.17258	1.17258	1.17245	1.17245	54	0	0
2025.12.17	13:04:00	1.17245	1.17248	1.17235	1.17235	30	0	0
2025.12.17	13:05:00	1.17235	1.17244	1.17230	1.17243	53	0	0
2025.12.17	13:06:00	1.17243	1.17243	1.17223	1.17231	48	0	0
2025.12.17	13:07:00	1.17231	1.17232	1.17223	1.17226	26	0	0
2025.12.17	13:08:00	1.17226	1.17239	1.17222	1.17237	48	0	0
2025.12.17	13:09:00	1.17237	1.17237	1.17221	1.17226	34	0	0
2025.12.17	13:10:00	1.17225	1.17227	1.17215	1.17216	37	0	1
2025.12.17	13:11:00	1.17216	1.17217	1.17206	1.17206	34	0	1
2025.12.17	13:12:00	1.17207	1.17209	1.17200	1.17204	50	0	1
2025.12.17	13:13:00	1.17204	1.17205	1.17197	1.17198	32	0	0
2025.12.17	13:14:00	1.17198	1.17212	1.17198	1.17208	25	0	0
2025.12.17	13:15:00	1.17208	1.17208	1.17201	1.17207	42	0	0
2025.12.17	13:16:00	1.17207	1.17209	1.17201	1.17207	36	0	0
2025.12.17	13:17:00	1.17207	1.17218	1.17207	1.17213	35	0	0
2025.12.17	13:18:00	1.17213	1.17213	1.17197	1.17197	49	0	0
2025.12.17	13:19:00	1.17197	1.17205	1.17197	1.17204	27	0	0
2025.12.17	13:20:00	1.17204	1.17204	1.17177	1.17177	67	0	0
2025.12.17	13:21:00	1.17177	1.17183	1.17173	1.17179	44	0	1
2025.12.17	13:22:00	1.17179	1.17181	1.17175	1.17177	40	0	1
2025.12.17	13:23:00	1.17177	1.17184	1.17174	1.17179	35	0	0
2025.12.17	13:24:00	1.17178	1.17183	1.17165	1.17167	57	0	0
2025.12.17	13:25:00	1.17167	1.17171	1.17153	1.17159	62	0	0
2025.12.17	13:26:00	1.17159	1.17165	1.17153	1.17158	47	0	0
2025.12.17	13:27:00	1.17158	1.17158	1.17152	1.17153	28	0	1
2025.12.17	13:28:00	1.17153	1.17156	1.17148	1.17150	44	0	0
2025.12.17	13:29:00	1.17150	1.17152	1.17145	1.17152	28	0	1
2025.12.17	13:30:00	1.17152	1.17162	1.17150	1.17153	54	0	0
2025.12.17	13:31:00	1.17153	1.17153	1.17141	1.17145	32	0	1
2025.12.17	13:32:00	1.17145	1.17147	1.17141	1.17141	35	0	1
2025.12.17	13:33:00	1.17140	1.17141	1.17134	1.17137	28	0	1
2025.12.17	13:34:00	1.17138	1.17144	1.17135	1.17143	42	0	1
2025.12.17	13:35:00	1.17143	1.17144	1.17130	1.17131	29	0	1
2025.12.17	13:36:00	1.17131	1.17131	1.17116	1.17123	52	0	0
2025.12.17	13:37:00	1.17123	1.17125	1.17116	1.17124	25	0	0
2025.12.17	13:38:00	1.17124	1.17124	1.17103	1.17103	43	0	1
2025.12.17	13:39:00	1.17104	1.17106	1.17100	1.17103	79	0	0
2025.12.17	13:40:00	1.17103	1.17103	1.17090	1.17095	68	0	0
2025.12.17	13:41:00	1.17095	1.17098	1.17083	1.17088	68	0	0
2025.12.17	13:42:00	1.17088	1.17097	1.17078	1.17079	52	0	0
2025.12.17	13:43:00	1.17079	1.17088	1.17076	1.17076	53	0	0
2025.12.17	13:44:00	1.17076	1.17095	1.17076	1.17094	28	0	0
2025.12.17	13:45:00	1.17094	1.17097	1.17088	1.17095	36	0	0
2025.12.17	13:46:00	1.17095	1.17097	1.17078	1.17088	57	0	0
2025.12.17	13:47:00	1.17088	1.17104	1.17088	1.17104	40	0	0
2025.12.17	13:48:00	1.17104	1.17115	1.17097	1.17107	44	0	0
2025.12.17	13:49:00	1.17107	1.17112	1.17099	1.17102	49	0	0
2025.12.17	13:50:00	1.17102	1.17111	1.17098	1.17098	47	0	0
2025.12.17	13:51:00	1.17098	1.17110	1.17097	1.17110	39	0	0
2025.12.17	13:52:00	1.17110	1.17110	1.17097	1.17109	30	0	0
2025.12.17	13:53:00	1.17109	1.17114	1.17103	1.17114	44	0	0
2025.12.17	13:54:00	1.17113	1.17119	1.17110	1.17117	29	0	0
2025.12.17	13:55:00	1.17117	1.17118	1.17099	1.17108	50	0	0
2025.12.17	13:56:00	1.17108	1.17111	1.17098	1.17098	58	0	1
2025.12.17	13:57:00	1.17098	1.17105	1.17098	1.17099	36	0	0
2025.12.17	13:58:00	1.17098	1.17099	1.17092	1.17093	33	0	1
2025.12.17	13:59:00	1.17093	1.17097	1.17089	1.17091	56	0	2
2025.12.17	14:00:00	1.17091	1.17104	1.17084	1.17099	87	0	0
2025.12.17	14:01:00	1.17099	1.17112	1.17096	1.17109	51	0	0
2025.12.17	14:02:00	1.17109	1.17120	1.17102	1.17117	68	0	0
2025.12.17	14:03:00	1.17117	1.17120	1.17110	1.17119	37	0	0
2025.12.17	14:04:00	1.17119	1.17139	1.17115	1.17132	54	0	0
2025.12.17	14:05:00	1.17132	1.17133	1.17113	1.17116	41	0	0
2025.12.17	14:06:00	1.17116	1.17126	1.17113	1.17125	36	0	1
2025.12.17	14:07:00	1.17125	1.17135	1.17125	1.17135	30	0	0
2025.12.17	14:08:00	1.17135	1.17160	1.17129	1.17154	61	0	0
2025.12.17	14:09:00	1.17154	1.17155	1.17143	1.17146	39	0	0
2025.12.17	14:10:00	1.17146	1.17153	1.17129	1.17134	52	0	0
2025.12.17	14:11:00	1.17134	1.17152	1.17134	1.17151	37	0	0
2025.12.17	14:12:00	1.17151	1.17152	1.17148	1.17150	31	0	1
2025.12.17	14:13:00	1.17150	1.17156	1.17145	1.17147	37	0	0
2025.12.17	14:14:00	1.17147	1.17159	1.17140	1.17158	41	0	0
2025.12.17	14:15:00	1.17158	1.17161	1.17148	1.17159	44	0	0
2025.12.17	14:16:00	1.17159	1.17161	1.17153	1.17160	31	0	1
2025.12.17	14:17:00	1.17160	1.17164	1.17153	1.17153	38	0	1
2025.12.17	14:18:00	1.17153	1.17170	1.17153	1.17163	34	0	0
2025.12.17	14:19:00	1.17162	1.17170	1.17159	1.17161	64	0	0
2025.12.17	14:20:00	1.17161	1.17173	1.17161	1.17169	41	0	0
2025.12.17	14:21:00	1.17169	1.17180	1.17163	1.17178	54	0	0
2025.12.17	14:22:00	1.17178	1.17182	1.17173	1.17178	58	0	0
2025.12.17	14:23:00	1.17179	1.17179	1.17162	1.17163	54	0	0
2025.12.17	14:24:00	1.17164	1.17168	1.17161	1.17165	26	0	0
2025.12.17	14:25:00	1.17165	1.17165	1.17154	1.17155	26	0	0
2025.12.17	14:26:00	1.17155	1.17158	1.17154	1.17155	26	0	1
2025.12.17	14:27:00	1.17156	1.17157	1.17153	1.17155	14	0	2
2025.12.17	14:28:00	1.17155	1.17156	1.17149	1.17153	20	0	1
2025.12.17	14:29:00	1.17153	1.17158	1.17149	1.17151	45	0	0
2025.12.17	14:30:00	1.17151	1.17173	1.17148	1.17173	48	0	0
2025.12.17	14:31:00	1.17173	1.17177	1.17173	1.17174	31	0	0
2025.12.17	14:32:00	1.17174	1.17175	1.17147	1.17147	45	0	1
2025.12.17	14:33:00	1.17147	1.17147	1.17130	1.17136	32	0	0
2025.12.17	14:34:00	1.17136	1.17136	1.17129	1.17134	34	0	1
2025.12.17	14:35:00	1.17135	1.17166	1.17135	1.17159	75	0	0
2025.12.17	14:36:00	1.17158	1.17165	1.17152	1.17161	51	0	0
2025.12.17	14:37:00	1.17161	1.17162	1.17150	1.17150	37	0	0
2025.12.17	14:38:00	1.17150	1.17154	1.17150	1.17152	19	0	1
2025.12.17	14:39:00	1.17153	1.17166	1.17151	1.17163	44	0	0
2025.12.17	14:40:00	1.17164	1.17169	1.17153	1.17156	41	0	0
2025.12.17	14:41:00	1.17156	1.17157	1.17152	1.17155	16	0	2
2025.12.17	14:42:00	1.17155	1.17163	1.17154	1.17161	43	0	1
2025.12.17	14:43:00	1.17161	1.17165	1.17153	1.17165	43	0	0
2025.12.17	14:44:00	1.17165	1.17166	1.17157	1.17158	28	0	1
2025.12.17	14:45:00	1.17158	1.17160	1.17151	1.17154	42	0	0
2025.12.17	14:46:00	1.17154	1.17155	1.17149	1.17152	19	0	0
2025.12.17	14:47:00	1.17152	1.17156	1.17148	1.17156	29	0	1
2025.12.17	14:48:00	1.17156	1.17162	1.17147	1.17152	39	0	0
2025.12.17	14:49:00	1.17152	1.17175	1.17150	1.17175	40	0	0
2025.12.17	14:50:00	1.17175	1.17186	1.17174	1.17181	68	0	0
2025.12.17	14:51:00	1.17181	1.17189	1.17180	1.17189	41	0	1
2025.12.17	14:52:00	1.17189	1.17189	1.17179	1.17179	48	0	0
2025.12.17	14:53:00	1.17180	1.17196	1.17180	1.17195	51	0	1
2025.12.17	14:54:00	1.17195	1.17195	1.17188	1.17192	43	0	1
2025.12.17	14:55:00	1.17192	1.17200	1.17190	1.17195	63	0	0
2025.12.17	14:56:00	1.17195	1.17203	1.17194	1.17200	93	0	1
2025.12.17	14:57:00	1.17200	1.17245	1.17198	1.17245	100	0	0
2025.12.17	14:58:00	1.17245	1.17254	1.17214	1.17243	140	0	0
2025.12.17	14:59:00	1.17243	1.17276	1.17243	1.17267	118	0	0
2025.12.17	15:00:00	1.17267	1.17283	1.17253	1.17255	207	0	0
2025.12.17	15:01:00	1.17255	1.17259	1.17237	1.17258	136	0	0
2025.12.17	15:02:00	1.17258	1.17262	1.17236	1.17239	124	0	0
2025.12.17	15:03:00	1.17239	1.17246	1.17228	1.17236	69	0	0
